17,42.98373,38.605757,71.639549,29.451815,28.257822,54.12766,49.749687,68.057572,69.649562,77.609512,0.0,0.0,105.469337,77.211514,126.165206,39.79975,0.0,132.533166,72.037547,50.94368,0.0,0.0,0.0,0.0,49.613826,44.560566,82.689709,33.994658,32.616496,62.476669,57.423409,78.555224,80.392773,89.580518,0.0,0.0,121.737628,89.121131,145.625766,45.938727,0.0,152.975962,83.149097,58.801571,0.0,0.0,0.0,0.0,69.865366,62.74945,116.442277,47.870714,45.930009,87.97861,80.862693,110.620164,113.20777,126.145801,0.0,0.0,171.428908,125.498899,205.067789,64.690154,0.0,215.418213,117.089179,82.803397,0.0,0.0,0.0,0.0,0.0
18,45.441347,40.813062,75.735579,31.135738,29.873478,57.222437,52.594152,71.9488,73.631813,82.046877,0.0,0.0,111.499602,81.626124,133.378769,42.075321,0.0,140.11082,76.156332,53.856411,0.0,0.0,0.0,0.0,55.382875,49.742027,92.304792,37.947526,36.409112,69.741398,64.10055,87.689552,89.74077,99.996858,0.0,0.0,135.893166,99.484053,162.558994,51.28044,0.0,170.763865,92.817596,65.638963,0.0,0.0,0.0,0.0,70.069204,62.932526,116.782007,48.010381,46.064014,88.235294,81.098616,110.942907,113.538062,126.513841,0.0,0.0,171.929066,125.865052,205.66609,64.878893,0.0,216.046713,117.430796,83.044983,0.0,0.0,0.0,0.0,0.0
19,43.536694,39.102401,72.561156,29.830697,28.621345,54.823985,50.389692,68.933098,70.545568,78.607919,0.0,0.0,106.826146,78.204801,127.788258,40.311753,0.0,134.238139,72.964274,51.599044,0.0,0.0,0.0,0.0,53.465515,48.019953,89.109191,36.633778,35.148625,67.326944,61.881383,84.653731,86.633936,96.534957,0.0,0.0,131.188531,96.039906,156.931186,49.505106,0.0,164.852003,89.604242,63.366536,0.0,0.0,0.0,0.0,68.64234,61.650991,114.403901,47.032715,45.125983,86.438503,79.447153,108.683706,111.226014,123.937559,0.0,0.0,168.427965,123.301982,201.477981,63.557723,0.0,211.647216,115.039478,81.353885,0.0,0.0,0.0,0.0,0.0
20,43.032882,38.649903,71.72147,29.485493,28.290135,54.189555,49.806576,68.135397,69.729207,77.698259,0.0,0.0,105.589942,77.299807,126.309478,39.845261,0.0,132.68472,72.119923,51.001934,0.0,0.0,0.0,0.0,52.566222,47.212255,87.610369,36.017596,34.557423,66.194501,60.840534,83.229851,85.176748,94.911233,0.0,0.0,128.981932,94.424509,154.291595,48.672427,0.0,162.079183,88.097093,62.300707,0.0,0.0,0.0,0.0,65.839572,59.13369,109.73262,45.112299,43.283422,82.909091,76.203209,104.245989,106.684492,118.877005,0.0,0.0,161.550802,118.26738,193.251337,60.962567,0.0,203.005348,110.342246,78.032086,0.0,0.0,0.0,0.0,0.0
21,40.206622,36.111503,67.011037,27.548982,26.432131,50.630561,46.535442,63.660485,65.149619,72.59529,0.0,0.0,98.655137,72.223006,118.013881,37.228354,0.0,123.970418,67.38332,47.652293,0.0,0.0,0.0,0.0,50.462215,45.322545,84.103692,34.575962,33.174234,63.545012,58.405342,79.898507,81.767478,91.112333,0.0,0.0,123.819324,90.64509,148.115947,46.724273,0.0,155.59183,84.570935,59.80707,0.0,0.0,0.0,0.0,61.915697,55.609468,103.192828,42.423718,40.703838,77.967914,71.661686,98.033187,100.32636,111.79223,0.0,0.0,151.922774,111.218937,181.734036,57.329349,0.0,190.906732,103.766121,73.381567,0.0,0.0,0.0,0.0,0.0
22,37.060872,33.286153,61.768119,25.39356,24.364091,46.669246,42.894527,58.679713,60.052338,66.915463,0.0,0.0,90.936398,66.572306,108.780521,34.315622,0.0,114.271021,62.111275,43.923996,0.0,0.0,0.0,0.0,47.27227,42.457502,78.787117,32.390259,31.077141,59.528044,54.713276,74.847761,76.598586,85.35271,0.0,0.0,115.992145,84.915004,138.752867,43.770621,0.0,145.756167,79.224823,56.026394,0.0,0.0,0.0,0.0,57.414281,51.56653,95.690469,39.339415,37.744574,72.299465,66.451714,90.905945,93.0324,103.664674,0.0,0.0,140.877634,103.133061,168.521548,53.161372,0.0,177.027367,96.222082,68.046556,0.0,0.0,0.0,0.0,0.0
23,35.094778,31.520309,58.491296,24.046422,23.071567,44.193424,40.618956,55.566731,56.866538,63.365571,0.0,0.0,86.112186,63.040619,103.009671,32.495164,0.0,108.208897,58.816248,41.59381,0.0,0.0,0.0,0.0,44.184132,39.683896,73.64022,30.274313,29.046976,55.639277,51.139042,69.958209,71.594658,79.776905,0.0,0.0,108.414768,79.367793,129.68861,40.911233,0.0,136.234407,74.049332,52.366379,0.0,0.0,0.0,0.0,52.26738,46.94385,87.112299,35.812834,34.360963,65.818182,60.494652,82.756684,84.692513,94.371658,0.0,0.0,128.248663,93.887701,153.414439,48.395722,0.0,161.157754,87.596257,61.946524,0.0,0.0,0.0,0.0,0.0
24,34.013426,30.549095,56.689043,23.305496,22.360678,42.831721,39.367391,53.854591,55.114347,61.41313,0.0,0.0,83.458869,61.098191,99.835704,31.493913,0.0,104.87473,57.003982,40.312208,0.0,0.0,0.0,0.0,42.063158,37.778947,70.105263,28.821053,27.652632,52.968421,48.684211,66.6,68.157895,75.947368,0.0,0.0,103.210526,75.557895,123.463158,38.947368,0.0,129.694737,70.494737,49.852632,0.0,0.0,0.0,0.0,48.292545,43.37386,80.487575,33.089336,31.747877,60.812834,55.894149,76.463196,78.251809,87.194873,0.0,0.0,118.495596,86.747719,141.747562,44.715319,0.0,148.902013,80.934728,57.235609,0.0,0.0,0.0,0.0,0.0
25,33.644783,30.218,56.074639,23.052907,22.11833,42.367505,38.940721,53.270907,54.51701,60.747525,0.0,0.0,82.554329,60.436,98.753669,31.152577,0.0,103.738082,56.386165,39.875299,0.0,0.0,0.0,0.0,41.079026,36.895051,68.465043,28.14674,27.005656,51.729144,47.545169,65.041791,66.563236,74.170463,0.0,0.0,100.795758,73.790102,120.574548,38.036135,0.0,126.66033,68.845405,48.686253,0.0,0.0,0.0,0.0,45.778547,41.115917,76.297578,31.366782,30.095156,57.647059,52.984429,72.482699,74.178201,82.655709,0.0,0.0,112.32699,82.231834,134.368512,42.387543,0.0,141.150519,76.721453,54.256055,0.0,0.0,0.0,0.0,0.0
26,33.939697,30.482876,56.566162,23.254978,22.312208,42.738878,39.282057,53.737854,54.99488,61.280009,0.0,0.0,83.277961,60.965753,99.619297,31.425646,0.0,104.6474,56.880419,40.224826,0.0,0.0,0.0,0.0,40.722702,36.57502,67.87117,27.902592,26.771406,51.28044,47.132757,64.477612,65.98586,73.527101,0.0,0.0,99.921445,73.150039,119.528672,37.706206,0.0,125.561665,68.248233,48.263943,0.0,0.0,0.0,0.0,44.249764,39.742844,73.749607,30.319283,29.090123,55.721925,51.215005,70.062126,71.701007,79.895407,0.0,0.0,108.57581,79.485687,129.881252,40.972004,0.0,136.436773,74.159327,52.444165,0.0,0.0,0.0,0.0,0.0
27,34.345204,30.847082,57.242007,23.532825,22.578792,43.249516,39.751394,54.379907,55.651951,62.012174,0.0,0.0,84.272955,61.694163,100.809535,31.801115,0.0,105.897713,57.560018,40.705427,0.0,0.0,0.0,0.0,40.620896,36.483582,67.701493,27.832836,26.704478,51.152239,47.014925,64.316418,65.820896,73.343284,0.0,0.0,99.671642,72.967164,119.229851,37.61194,0.0,125.247761,68.077612,48.143284,0.0,0.0,0.0,0.0,43.128657,38.735923,71.881095,29.551117,28.353098,54.31016,49.917427,68.28704,69.884398,77.871186,0.0,0.0,105.824945,77.471846,126.590594,39.933941,0.0,132.980025,72.280434,51.115445,0.0,0.0,0.0,0.0,0.0
28,36.532484,32.811583,60.887473,25.031517,24.016725,46.003868,42.282967,57.843099,59.196154,65.961429,0.0,0.0,89.639891,65.623165,107.229605,33.826374,0.0,112.641825,61.225737,43.297759,0.0,0.0,0.0,0.0,41.062058,36.879811,68.436764,28.135114,26.994501,51.707777,47.52553,65.014925,66.535742,74.139827,0.0,0.0,100.754124,73.759623,120.524745,38.020424,0.0,126.608013,68.816968,48.666143,0.0,0.0,0.0,0.0,42.466184,38.140925,70.776974,29.0972,27.917584,53.475936,49.150676,67.238125,68.810947,76.675055,0.0,0.0,104.199434,76.28185,124.646115,39.320541,0.0,130.937402,71.170179,50.330293,0.0,0.0,0.0,0.0,0.0
29,40.845602,36.685402,68.076004,27.986802,26.852202,51.435203,47.275003,64.672204,66.185004,73.749004,0.0,0.0,100.223006,73.370804,119.889407,37.820002,0.0,125.940608,68.454204,48.409603,0.0,0.0,0.0,0.0,42.232836,37.931343,70.38806,28.937313,27.764179,53.18209,48.880597,66.868657,68.432836,76.253731,0.0,0.0,103.626866,75.862687,123.961194,39.104478,0.0,130.21791,70.779104,50.053731,0.0,0.0,0.0,0.0,43.40044,38.980025,72.334067,29.737339,28.531771,54.652406,50.231991,68.717364,70.324788,78.361906,0.0,0.0,106.491821,77.96005,127.38833,40.185593,0.0,133.818025,72.735923,51.437559,0.0,0.0,0.0,0.0,0.0
30,44.077369,39.588008,73.462282,30.201161,28.976789,55.504836,51.015474,69.789168,71.421663,79.584139,0.0,0.0,108.152805,79.176015,129.375242,40.812379,0.0,135.905222,73.870406,52.239845,0.0,0.0,0.0,0.0,45.897879,41.223095,76.496465,31.448547,30.173606,57.797329,53.122545,72.671642,74.371563,82.87117,0.0,0.0,112.619796,82.44619,134.718775,42.498036,0.0,141.51846,76.921445,54.397486,0.0,0.0,0.0,0.0,48.479396,43.54168,80.798993,33.217364,31.870714,61.048128,56.110412,76.759044,78.554577,87.532243,0.0,0.0,118.954074,87.08336,142.296005,44.88833,0.0,149.478138,81.247877,57.457062,0.0,0.0,0.0,0.0,0.0
31,43.757879,39.301058,72.929799,29.982251,28.766754,55.102514,50.645693,69.283309,70.903971,79.007282,0.0,0.0,107.36887,78.602116,128.437479,40.516555,0.0,134.920127,73.334964,51.86119,0.0,0.0,0.0,0.0,46.491752,41.756481,77.486253,31.85546,30.564022,58.545169,53.809898,73.61194,75.333857,83.943441,0.0,0.0,114.076984,83.512962,136.461901,43.047918,0.0,143.349568,77.916732,55.101335,0.0,0.0,0.0,0.0,52.352312,47.020132,87.253853,35.871029,34.416798,65.925134,60.592954,82.891161,84.830135,94.525008,0.0,0.0,128.457062,94.040264,153.663731,48.474363,0.0,161.419629,87.738597,62.047185,0.0,0.0,0.0,0.0,0.0
32,41.558312,37.325521,69.263853,28.475139,27.320742,52.332689,48.099898,65.80066,67.339857,75.03584,0.0,0.0,101.971783,74.651041,121.98134,38.479918,0.0,128.138127,69.648652,49.254295,0.0,0.0,0.0,0.0,45.422781,40.796386,75.704635,31.123016,29.861273,57.199057,52.572663,71.919403,73.601728,82.013354,0.0,0.0,111.454046,81.592773,133.324273,42.05813,0.0,140.053574,76.125216,53.834407,0.0,0.0,0.0,0.0,56.174269,50.452815,93.623781,38.489777,36.92938,70.737968,65.016515,88.942592,91.023121,101.425763,0.0,0.0,137.835011,100.905631,164.881881,52.013212,0.0,173.203995,94.143913,66.576911,0.0,0.0,0.0,0.0,0.0
33,40.427807,36.31016,67.379679,27.700535,26.57754,50.909091,46.791444,64.010695,65.508021,72.994652,0.0,0.0,99.197861,72.620321,118.663102,37.433155,0.0,124.652406,67.754011,47.914439,0.0,0.0,0.0,0.0,45.490652,40.857345,75.817753,31.169521,29.905892,57.284525,52.651218,72.026866,73.711705,82.135899,0.0,0.0,111.620581,81.71469,133.523488,42.120974,0.0,140.262844,76.238963,53.914847,0.0,0.0,0.0,0.0,59.894306,53.79396,99.823844,41.038691,39.374961,75.42246,69.322114,94.832652,97.050959,108.142498,0.0,0.0,146.962881,107.587921,175.800881,55.457691,0.0,184.674111,100.378421,70.985845,0.0,0.0,0.0,0.0,0.0
34,39.555353,35.526567,65.925589,27.102742,26.003982,49.810445,45.781659,62.629309,64.094322,71.419388,0.0,0.0,97.057117,71.053135,116.102287,36.625327,0.0,121.962339,66.291842,46.880419,0.0,0.0,0.0,0.0,44.947683,40.369678,74.912804,30.797486,29.54894,56.600786,52.022781,71.167164,72.831893,81.155538,0.0,0.0,110.288295,80.739356,131.929772,41.618225,0.0,138.588688,75.328987,53.271328,0.0,0.0,0.0,0.0,62.76502,56.372287,104.608367,43.005662,41.262189,79.037433,72.6447,99.377949,101.702579,113.325731,0.0,0.0,154.006763,112.744574,184.226958,58.11576,0.0,193.52548,105.189525,74.388172,0.0,0.0,0.0,0.0,0.0
35,39.137558,35.151326,65.229264,26.816475,25.729321,49.284333,45.2981,61.967801,63.41734,70.665036,0.0,0.0,96.031972,70.302651,114.875981,36.23848,0.0,120.674138,65.591649,46.385254,0.0,0.0,0.0,0.0,44.81194,40.247761,74.686567,30.704478,29.459701,56.429851,51.865672,70.952239,72.61194,80.910448,0.0,0.0,109.955224,80.495522,131.531343,41.492537,0.0,138.170149,75.101493,53.110448,0.0,0.0,0.0,0.0,64.905316,58.294589,108.175527,44.472161,42.669236,81.73262,75.121894,102.766751,105.170651,117.190154,0.0,0.0,159.258415,116.589179,190.509122,60.097515,0.0,200.124725,108.776502,76.924819,0.0,0.0,0.0,0.0,0.0
36,38.953237,34.985778,64.922062,26.690181,25.608147,49.052224,45.084765,61.675959,63.118671,70.332233,0.0,0.0,95.579702,69.971555,114.334964,36.067812,0.0,120.105814,65.28274,46.166799,0.0,0.0,0.0,0.0,44.031422,39.54674,73.385703,30.169678,28.946583,55.446976,50.962294,69.716418,71.347211,79.501178,0.0,0.0,108.040063,79.09348,129.240377,40.769835,0.0,135.763551,73.793401,52.185389,0.0,0.0,0.0,0.0,65.70368,59.011639,109.506134,45.019188,43.194086,82.737968,76.045926,104.030827,106.464297,118.631645,0.0,0.0,161.217364,118.023278,192.852469,60.836741,0.0,202.586348,110.114501,77.871029,0.0,0.0,0.0,0.0,0.0
37,38.424849,34.511207,64.041415,26.328137,25.260781,48.386847,44.473205,60.839345,62.262487,69.3782,0.0,0.0,94.283195,69.022414,112.784048,35.578564,0.0,118.476618,64.397201,45.540562,0.0,0.0,0.0,0.0,43.997486,39.516261,73.329144,30.146426,28.924273,55.404242,50.923016,69.662687,71.292223,79.439906,0.0,0.0,107.956795,79.032522,129.14077,40.738413,0.0,135.658916,73.736528,52.145169,0.0,0.0,0.0,0.0,66.90972,60.094841,111.5162,45.845549,43.986946,84.256685,77.441806,105.94039,108.418528,120.809217,0.0,0.0,164.176628,120.189682,196.392419,61.953444,0.0,206.30497,112.135735,79.300409,0.0,0.0,0.0,0.0,0.0
38,38.338833,34.433952,63.898054,26.2692,25.204233,48.27853,44.373649,60.703152,62.123108,69.222892,0.0,0.0,94.072136,68.867903,112.531574,35.498919,0.0,118.211401,64.253044,45.438616,0.0,0.0,0.0,0.0,44.065357,39.577219,73.442262,30.19293,28.968892,55.489709,51.001571,69.770149,71.4022,79.562451,0.0,0.0,108.123331,79.154438,129.339984,40.801257,0.0,135.868185,73.850275,52.225609,0.0,0.0,0.0,0.0,67.300409,60.445738,112.167348,46.113243,44.243787,84.748663,77.893992,106.558981,109.051589,121.514627,0.0,0.0,165.135263,120.891475,197.539163,62.315193,0.0,207.509594,112.7905,79.763448,0.0,0.0,0.0,0.0,0.0
39,38.142223,34.257367,63.570372,26.134486,25.07498,48.030948,44.146092,60.391853,61.804528,68.867903,0.0,0.0,93.589714,68.514734,111.954489,35.316873,0.0,117.605188,63.923541,45.205598,0.0,0.0,0.0,0.0,43.420581,38.998115,72.367636,29.751139,28.545012,54.677769,50.255302,68.749254,70.357423,78.398272,0.0,0.0,106.541241,77.996229,127.447447,40.204242,0.0,133.880126,72.769678,51.46143,0.0,0.0,0.0,0.0,66.247248,59.499843,110.412079,45.391633,43.551431,83.42246,76.675055,104.891475,107.345077,119.613086,0.0,0.0,162.551117,118.999685,194.44794,61.340044,0.0,204.262347,111.02548,78.515256,0.0,0.0,0.0,0.0,0.0
