Year,Month,Day,Period,308_RTPV_1,313_RTPV_1,313_RTPV_2,313_RTPV_3,313_RTPV_4,313_RTPV_5,313_RTPV_6,313_RTPV_7,313_RTPV_8,313_RTPV_9,313_RTPV_10,313_RTPV_11,313_RTPV_12,320_RTPV_1,320_RTPV_2,320_RTPV_3,313_RTPV_13,320_RTPV_4,320_RTPV_5,118_RTPV_1,118_RTPV_2,118_RTPV_3,118_RTPV_4,118_RTPV_5,118_RTPV_6,320_RTPV_6,118_RTPV_7,118_RTPV_8,118_RTPV_9,118_RTPV_10,213_RTPV_1
2020,1,1,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,1,1,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,1,1,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,1,1,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,1,1,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,1,1,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,1,1,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,1,1,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,1,1,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,1,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,1,1,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,1,1,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,1,1,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,1,1,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,1,1,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,1,1,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,1,1,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,1,1,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,1,1,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,1,1,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,1,1,31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,1,1,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,1,1,33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,1,1,34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,1,1,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,1,1,36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,1,1,37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,1,1,38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,1,1,39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,1,1,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,1,1,41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,1,1,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,1,1,43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,1,1,44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,1,1,45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,1,1,46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,1,1,47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,1,1,48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,1,1,49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,1,1,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,1,1,51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,1,1,52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,1,1,53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,1,1,54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,1,1,55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,1,1,56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,1,1,57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,1,1,58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,1,1,59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,1,1,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,1,1,61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,1,1,62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,1,1,63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,1,1,64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,1,1,65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,1,1,66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,1,1,67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,1,1,68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,1,1,69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,1,1,70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,1,1,71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,1,1,72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,1,1,73,0.14377180305229997,0.2635709326780108,0.06758610026914723,0.12188879771667223,0.3842341213643567,0.36099724599927485,0.48295346247189835,0.1969607935779258,0.2008942074486172,0.2561874877639097,0.1240592753480321,0.10275438692558012,0.2787123164789811,0.15245193056368378,0.3448257897444265,0.22325673315377179,0.40450661143004135,0.36672359952496025,0.19308927745243673,0.4303406323647827,0.39213646800953694,0.23232452671954898,0.16743637863833863,0.3348356581935973,0.11272323632609249,0.13855166161648552,0.04994412853707933,0.39110169191176525,0.35898652898910016,0.3733953502208059,0.4042204553703667
2020,1,1,74,0.14377180305229997,0.2635709326780108,0.06758610026914723,0.12188879771667223,0.3842341213643567,0.36099724599927485,0.48295346247189835,0.1969607935779258,0.2008942074486172,0.2561874877639097,0.1240592753480321,0.10275438692558012,0.2787123164789811,0.15245193056368378,0.3448257897444265,0.22325673315377179,0.40450661143004135,0.36672359952496025,0.19308927745243673,0.4303406323647827,0.39213646800953694,0.23232452671954898,0.16743637863833863,0.3348356581935973,0.11272323632609249,0.13855166161648552,0.04994412853707933,0.39110169191176525,0.35898652898910016,0.3733953502208059,0.4042204553703667
2020,1,1,75,0.14377180305229997,0.2635709326780108,0.06758610026914723,0.12188879771667223,0.3842341213643567,0.36099724599927485,0.48295346247189835,0.1969607935779258,0.2008942074486172,0.2561874877639097,0.1240592753480321,0.10275438692558012,0.2787123164789811,0.15245193056368378,0.3448257897444265,0.22325673315377179,0.40450661143004135,0.36672359952496025,0.19308927745243673,0.4303406323647827,0.39213646800953694,0.23232452671954898,0.16743637863833863,0.3348356581935973,0.11272323632609249,0.13855166161648552,0.04994412853707933,0.39110169191176525,0.35898652898910016,0.3733953502208059,0.4042204553703667
2020,1,1,76,0.14377180305229997,0.2635709326780108,0.06758610026914723,0.12188879771667223,0.3842341213643567,0.36099724599927485,0.48295346247189835,0.1969607935779258,0.2008942074486172,0.2561874877639097,0.1240592753480321,0.10275438692558012,0.2787123164789811,0.15245193056368378,0.3448257897444265,0.22325673315377179,0.40450661143004135,0.36672359952496025,0.19308927745243673,0.4303406323647827,0.39213646800953694,0.23232452671954898,0.16743637863833863,0.3348356581935973,0.11272323632609249,0.13855166161648552,0.04994412853707933,0.39110169191176525,0.35898652898910016,0.3733953502208059,0.4042204553703667
2020,1,1,77,0.14377180305229997,0.2635709326780108,0.06758610026914723,0.12188879771667223,0.3842341213643567,0.36099724599927485,0.48295346247189835,0.1969607935779258,0.2008942074486172,0.2561874877639097,0.1240592753480321,0.10275438692558012,0.2787123164789811,0.15245193056368378,0.3448257897444265,0.22325673315377179,0.40450661143004135,0.36672359952496025,0.19308927745243673,0.4303406323647827,0.39213646800953694,0.23232452671954898,0.16743637863833863,0.3348356581935973,0.11272323632609249,0.13855166161648552,0.04994412853707933,0.39110169191176525,0.35898652898910016,0.3733953502208059,0.4042204553703667
2020,1,1,78,0.14377180305229997,0.2635709326780108,0.06758610026914723,0.12188879771667223,0.3842341213643567,0.36099724599927485,0.48295346247189835,0.1969607935779258,0.2008942074486172,0.2561874877639097,0.1240592753480321,0.10275438692558012,0.2787123164789811,0.15245193056368378,0.3448257897444265,0.22325673315377179,0.40450661143004135,0.36672359952496025,0.19308927745243673,0.4303406323647827,0.39213646800953694,0.23232452671954898,0.16743637863833863,0.3348356581935973,0.11272323632609249,0.13855166161648552,0.04994412853707933,0.39110169191176525,0.35898652898910016,0.3733953502208059,0.4042204553703667
2020,1,1,79,0.14377180305229997,0.2635709326780108,0.06758610026914723,0.12188879771667223,0.3842341213643567,0.36099724599927485,0.48295346247189835,0.1969607935779258,0.2008942074486172,0.2561874877639097,0.1240592753480321,0.10275438692558012,0.2787123164789811,0.15245193056368378,0.3448257897444265,0.22325673315377179,0.40450661143004135,0.36672359952496025,0.19308927745243673,0.4303406323647827,0.39213646800953694,0.23232452671954898,0.16743637863833863,0.3348356581935973,0.11272323632609249,0.13855166161648552,0.04994412853707933,0.39110169191176525,0.35898652898910016,0.3733953502208059,0.4042204553703667
2020,1,1,80,0.14377180305229997,0.2635709326780108,0.06758610026914723,0.12188879771667223,0.3842341213643567,0.36099724599927485,0.48295346247189835,0.1969607935779258,0.2008942074486172,0.2561874877639097,0.1240592753480321,0.10275438692558012,0.2787123164789811,0.15245193056368378,0.3448257897444265,0.22325673315377179,0.40450661143004135,0.36672359952496025,0.19308927745243673,0.4303406323647827,0.39213646800953694,0.23232452671954898,0.16743637863833863,0.3348356581935973,0.11272323632609249,0.13855166161648552,0.04994412853707933,0.39110169191176525,0.35898652898910016,0.3733953502208059,0.4042204553703667
2020,1,1,81,0.14377180305229997,0.2635709326780108,0.06758610026914723,0.12188879771667223,0.3842341213643567,0.36099724599927485,0.48295346247189835,0.1969607935779258,0.2008942074486172,0.2561874877639097,0.1240592753480321,0.10275438692558012,0.2787123164789811,0.15245193056368378,0.3448257897444265,0.22325673315377179,0.40450661143004135,0.36672359952496025,0.19308927745243673,0.4303406323647827,0.39213646800953694,0.23232452671954898,0.16743637863833863,0.3348356581935973,0.11272323632609249,0.13855166161648552,0.04994412853707933,0.39110169191176525,0.35898652898910016,0.3733953502208059,0.4042204553703667
2020,1,1,82,0.14377180305229997,0.2635709326780108,0.06758610026914723,0.12188879771667223,0.3842341213643567,0.36099724599927485,0.48295346247189835,0.1969607935779258,0.2008942074486172,0.2561874877639097,0.1240592753480321,0.10275438692558012,0.2787123164789811,0.15245193056368378,0.3448257897444265,0.22325673315377179,0.40450661143004135,0.36672359952496025,0.19308927745243673,0.4303406323647827,0.39213646800953694,0.23232452671954898,0.16743637863833863,0.3348356581935973,0.11272323632609249,0.13855166161648552,0.04994412853707933,0.39110169191176525,0.35898652898910016,0.3733953502208059,0.4042204553703667
2020,1,1,83,0.14377180305229997,0.2635709326780108,0.06758610026914723,0.12188879771667223,0.3842341213643567,0.36099724599927485,0.48295346247189835,0.1969607935779258,0.2008942074486172,0.2561874877639097,0.1240592753480321,0.10275438692558012,0.2787123164789811,0.15245193056368378,0.3448257897444265,0.22325673315377179,0.40450661143004135,0.36672359952496025,0.19308927745243673,0.4303406323647827,0.39213646800953694,0.23232452671954898,0.16743637863833863,0.3348356581935973,0.11272323632609249,0.13855166161648552,0.04994412853707933,0.39110169191176525,0.35898652898910016,0.3733953502208059,0.4042204553703667
2020,1,1,84,0.14377180305229997,0.2635709326780108,0.06758610026914723,0.12188879771667223,0.3842341213643567,0.36099724599927485,0.48295346247189835,0.1969607935779258,0.2008942074486172,0.2561874877639097,0.1240592753480321,0.10275438692558012,0.2787123164789811,0.15245193056368378,0.3448257897444265,0.22325673315377179,0.40450661143004135,0.36672359952496025,0.19308927745243673,0.4303406323647827,0.39213646800953694,0.23232452671954898,0.16743637863833863,0.3348356581935973,0.11272323632609249,0.13855166161648552,0.04994412853707933,0.39110169191176525,0.35898652898910016,0.3733953502208059,0.4042204553703667
2020,1,1,85,0.24048210819456123,0.5078462548773751,0.12237193925027362,0.21756625297396986,0.6382814398961414,0.6676551659247728,0.7981736609814357,0.3840974510529762,0.44400918028538267,0.47441531651785046,0.26521528656759585,0.2101060015770437,0.5021631179314608,0.2665215269192392,0.6909392852698875,0.4637044418997325,0.7942116418257956,0.727057594433224,0.3368119655658728,0.8475244171923941,0.8424413813256518,0.3951396290238843,0.3278537301107444,0.6469839360560984,0.21502723954775313,0.24524289802397328,0.09733308861049501,0.7851699162741885,0.7129181528102031,0.6667096672109118,0.8082752453194333
