Year,Month,Day,Period,1,2,3
2020,1,1,113,900.1844314669706,1058.560657593233,1231.5989407042766
2020,1,1,114,900.1844314669706,1058.560657593233,1231.5989407042766
2020,1,1,115,900.1844314669706,1058.560657593233,1231.5989407042766
2020,1,1,116,900.1844314669706,1058.560657593233,1231.5989407042766
2020,1,1,117,900.1844314669706,1058.560657593233,1231.5989407042766
2020,1,1,118,900.1844314669706,1058.560657593233,1231.5989407042766
2020,1,1,119,900.1844314669706,1058.560657593233,1231.5989407042766
2020,1,1,120,900.1844314669706,1058.560657593233,1231.5989407042766
2020,1,1,121,812.5874924847957,1011.6881029977751,1153.228131631553
2020,1,1,122,812.5874924847957,1011.6881029977751,1153.228131631553
2020,1,1,123,812.5874924847957,1011.6881029977751,1153.228131631553
2020,1,1,124,812.5874924847957,1011.6881029977751,1153.228131631553
2020,1,1,125,812.5874924847957,1011.6881029977751,1153.228131631553
2020,1,1,126,812.5874924847957,1011.6881029977751,1153.228131631553
2020,1,1,127,812.5874924847957,1011.6881029977751,1153.228131631553
2020,1,1,128,812.5874924847957,1011.6881029977751,1153.228131631553
2020,1,1,129,812.5874924847957,1011.6881029977751,1153.228131631553
2020,1,1,130,812.5874924847957,1011.6881029977751,1153.228131631553
2020,1,1,131,812.5874924847957,1011.6881029977751,1153.228131631553
2020,1,1,132,812.5874924847957,1011.6881029977751,1153.228131631553
2020,1,1,133,730.5522842656857,864.3481784092254,981.0183058591502
2020,1,1,134,730.5522842656857,864.3481784092254,981.0183058591502
2020,1,1,135,730.5522842656857,864.3481784092254,981.0183058591502
2020,1,1,136,730.5522842656857,864.3481784092254,981.0183058591502
2020,1,1,137,730.5522842656857,864.3481784092254,981.0183058591502
2020,1,1,138,730.5522842656857,864.3481784092254,981.0183058591502
2020,1,1,139,730.5522842656857,864.3481784092254,981.0183058591502
2020,1,1,140,730.5522842656857,864.3481784092254,981.0183058591502
2020,1,1,141,730.5522842656857,864.3481784092254,981.0183058591502
2020,1,1,142,730.5522842656857,864.3481784092254,981.0183058591502
2020,1,1,143,730.5522842656857,864.3481784092254,981.0183058591502
2020,1,1,144,730.5522842656857,864.3481784092254,981.0183058591502
2020,1,1,145,623.0581828735462,732.5535166156345,842.1215711127112
2020,1,1,146,623.0581828735462,732.5535166156345,842.1215711127112
2020,1,1,147,623.0581828735462,732.5535166156345,842.1215711127112
2020,1,1,148,623.0581828735462,732.5535166156345,842.1215711127112
2020,1,1,149,623.0581828735462,732.5535166156345,842.1215711127112
2020,1,1,150,623.0581828735462,732.5535166156345,842.1215711127112
2020,1,1,151,623.0581828735462,732.5535166156345,842.1215711127112
2020,1,1,152,623.0581828735462,732.5535166156345,842.1215711127112
2020,1,1,153,623.0581828735462,732.5535166156345,842.1215711127112
2020,1,1,154,623.0581828735462,732.5535166156345,842.1215711127112
2020,1,1,155,623.0581828735462,732.5535166156345,842.1215711127112
2020,1,1,156,623.0581828735462,732.5535166156345,842.1215711127112
2020,1,1,157,577.903898931778,679.2291806607226,797.2329201927013
2020,1,1,158,577.903898931778,679.2291806607226,797.2329201927013
2020,1,1,159,577.903898931778,679.2291806607226,797.2329201927013
2020,1,1,160,577.903898931778,679.2291806607226,797.2329201927013
2020,1,1,161,577.903898931778,679.2291806607226,797.2329201927013
2020,1,1,162,577.903898931778,679.2291806607226,797.2329201927013
2020,1,1,163,577.903898931778,679.2291806607226,797.2329201927013
2020,1,1,164,577.903898931778,679.2291806607226,797.2329201927013
2020,1,1,165,577.903898931778,679.2291806607226,797.2329201927013
2020,1,1,166,577.903898931778,679.2291806607226,797.2329201927013
2020,1,1,167,577.903898931778,679.2291806607226,797.2329201927013
2020,1,1,168,577.903898931778,679.2291806607226,797.2329201927013
2020,1,1,169,582.1643246197165,696.2828740904467,785.1124157869457
2020,1,1,170,582.1643246197165,696.2828740904467,785.1124157869457
2020,1,1,171,582.1643246197165,696.2828740904467,785.1124157869457
2020,1,1,172,582.1643246197165,696.2828740904467,785.1124157869457
2020,1,1,173,582.1643246197165,696.2828740904467,785.1124157869457
2020,1,1,174,582.1643246197165,696.2828740904467,785.1124157869457
2020,1,1,175,582.1643246197165,696.2828740904467,785.1124157869457
2020,1,1,176,582.1643246197165,696.2828740904467,785.1124157869457
2020,1,1,177,582.1643246197165,696.2828740904467,785.1124157869457
2020,1,1,178,582.1643246197165,696.2828740904467,785.1124157869457
2020,1,1,179,582.1643246197165,696.2828740904467,785.1124157869457
2020,1,1,180,582.1643246197165,696.2828740904467,785.1124157869457
2020,1,1,181,628.2789263410476,759.7871924825727,866.4900981057779
2020,1,1,182,628.2789263410476,759.7871924825727,866.4900981057779
2020,1,1,183,628.2789263410476,759.7871924825727,866.4900981057779
2020,1,1,184,628.2789263410476,759.7871924825727,866.4900981057779
2020,1,1,185,628.2789263410476,759.7871924825727,866.4900981057779
2020,1,1,186,628.2789263410476,759.7871924825727,866.4900981057779
2020,1,1,187,628.2789263410476,759.7871924825727,866.4900981057779
2020,1,1,188,628.2789263410476,759.7871924825727,866.4900981057779
2020,1,1,189,628.2789263410476,759.7871924825727,866.4900981057779
2020,1,1,190,628.2789263410476,759.7871924825727,866.4900981057779
2020,1,1,191,628.2789263410476,759.7871924825727,866.4900981057779
2020,1,1,192,628.2789263410476,759.7871924825727,866.4900981057779
2020,1,1,193,719.2249345081618,885.7490049219228,961.7137049733178
2020,1,1,194,719.2249345081618,885.7490049219228,961.7137049733178
2020,1,1,195,719.2249345081618,885.7490049219228,961.7137049733178
2020,1,1,196,719.2249345081618,885.7490049219228,961.7137049733178
2020,1,1,197,719.2249345081618,885.7490049219228,961.7137049733178
2020,1,1,198,719.2249345081618,885.7490049219228,961.7137049733178
2020,1,1,199,719.2249345081618,885.7490049219228,961.7137049733178
2020,1,1,200,719.2249345081618,885.7490049219228,961.7137049733178
2020,1,1,201,719.2249345081618,885.7490049219228,961.7137049733178
2020,1,1,202,719.2249345081618,885.7490049219228,961.7137049733178
2020,1,1,203,719.2249345081618,885.7490049219228,961.7137049733178
2020,1,1,204,719.2249345081618,885.7490049219228,961.7137049733178
2020,1,1,205,821.0702438133123,1044.7618284430725,1083.4337517742704
2020,1,1,206,821.0702438133123,1044.7618284430725,1083.4337517742704
2020,1,1,207,821.0702438133123,1044.7618284430725,1083.4337517742704
2020,1,1,208,821.0702438133123,1044.7618284430725,1083.4337517742704
2020,1,1,209,821.0702438133123,1044.7618284430725,1083.4337517742704
2020,1,1,210,821.0702438133123,1044.7618284430725,1083.4337517742704
2020,1,1,211,821.0702438133123,1044.7618284430725,1083.4337517742704
2020,1,1,212,821.0702438133123,1044.7618284430725,1083.4337517742704
2020,1,1,213,821.0702438133123,1044.7618284430725,1083.4337517742704
2020,1,1,214,821.0702438133123,1044.7618284430725,1083.4337517742704
2020,1,1,215,821.0702438133123,1044.7618284430725,1083.4337517742704
2020,1,1,216,821.0702438133123,1044.7618284430725,1083.4337517742704
2020,1,1,217,924.0247939266669,1127.5658775541644,1223.6591774901485
2020,1,1,218,924.0247939266669,1127.5658775541644,1223.6591774901485
2020,1,1,219,924.0247939266669,1127.5658775541644,1223.6591774901485
2020,1,1,220,924.0247939266669,1127.5658775541644,1223.6591774901485
2020,1,1,221,924.0247939266669,1127.5658775541644,1223.6591774901485
2020,1,1,222,924.0247939266669,1127.5658775541644,1223.6591774901485
2020,1,1,223,924.0247939266669,1127.5658775541644,1223.6591774901485
2020,1,1,224,924.0247939266669,1127.5658775541644,1223.6591774901485
2020,1,1,225,924.0247939266669,1127.5658775541644,1223.6591774901485
2020,1,1,226,924.0247939266669,1127.5658775541644,1223.6591774901485
2020,1,1,227,924.0247939266669,1127.5658775541644,1223.6591774901485
2020,1,1,228,924.0247939266669,1127.5658775541644,1223.6591774901485
2020,1,1,229,998.405635781872,1176.2510851192353,1394.5750541702437
2020,1,1,230,998.405635781872,1176.2510851192353,1394.5750541702437
2020,1,1,231,998.405635781872,1176.2510851192353,1394.5750541702437
2020,1,1,232,998.405635781872,1176.2510851192353,1394.5750541702437
2020,1,1,233,998.405635781872,1176.2510851192353,1394.5750541702437
2020,1,1,234,998.405635781872,1176.2510851192353,1394.5750541702437
2020,1,1,235,998.405635781872,1176.2510851192353,1394.5750541702437
2020,1,1,236,998.405635781872,1176.2510851192353,1394.5750541702437
2020,1,1,237,998.405635781872,1176.2510851192353,1394.5750541702437
2020,1,1,238,998.405635781872,1176.2510851192353,1394.5750541702437
2020,1,1,239,998.405635781872,1176.2510851192353,1394.5750541702437
2020,1,1,240,998.405635781872,1176.2510851192353,1394.5750541702437
2020,1,1,241,966.2492627456542,1148.8260756921604,1396.5331230006975
2020,1,1,242,966.2492627456542,1148.8260756921604,1396.5331230006975
2020,1,1,243,966.2492627456542,1148.8260756921604,1396.5331230006975
2020,1,1,244,966.2492627456542,1148.8260756921604,1396.5331230006975
2020,1,1,245,966.2492627456542,1148.8260756921604,1396.5331230006975
2020,1,1,246,966.2492627456542,1148.8260756921604,1396.5331230006975
2020,1,1,247,966.2492627456542,1148.8260756921604,1396.5331230006975
2020,1,1,248,966.2492627456542,1148.8260756921604,1396.5331230006975
2020,1,1,249,966.2492627456542,1148.8260756921604,1396.5331230006975
2020,1,1,250,966.2492627456542,1148.8260756921604,1396.5331230006975
2020,1,1,251,966.2492627456542,1148.8260756921604,1396.5331230006975
2020,1,1,252,966.2492627456542,1148.8260756921604,1396.5331230006975
2020,1,1,253,904.9068828383744,1124.2404001856119,1253.5178165299758
2020,1,1,254,904.9068828383744,1124.2404001856119,1253.5178165299758
2020,1,1,255,904.9068828383744,1124.2404001856119,1253.5178165299758
2020,1,1,256,904.9068828383744,1124.2404001856119,1253.5178165299758
2020,1,1,257,904.9068828383744,1124.2404001856119,1253.5178165299758
2020,1,1,258,904.9068828383744,1124.2404001856119,1253.5178165299758
2020,1,1,259,904.9068828383744,1124.2404001856119,1253.5178165299758
2020,1,1,260,904.9068828383744,1124.2404001856119,1253.5178165299758
2020,1,1,261,904.9068828383744,1124.2404001856119,1253.5178165299758
2020,1,1,262,904.9068828383744,1124.2404001856119,1253.5178165299758
2020,1,1,263,904.9068828383744,1124.2404001856119,1253.5178165299758
2020,1,1,264,904.9068828383744,1124.2404001856119,1253.5178165299758
2020,1,1,265,800.6967578373669,970.8981791242392,1101.8036740995838
2020,1,1,266,800.6967578373669,970.8981791242392,1101.8036740995838
2020,1,1,267,800.6967578373669,970.8981791242392,1101.8036740995838
2020,1,1,268,800.6967578373669,970.8981791242392,1101.8036740995838
2020,1,1,269,800.6967578373669,970.8981791242392,1101.8036740995838
2020,1,1,270,800.6967578373669,970.8981791242392,1101.8036740995838
2020,1,1,271,800.6967578373669,970.8981791242392,1101.8036740995838
2020,1,1,272,800.6967578373669,970.8981791242392,1101.8036740995838
2020,1,1,273,800.6967578373669,970.8981791242392,1101.8036740995838
2020,1,1,274,800.6967578373669,970.8981791242392,1101.8036740995838
2020,1,1,275,800.6967578373669,970.8981791242392,1101.8036740995838
2020,1,1,276,800.6967578373669,970.8981791242392,1101.8036740995838
2020,1,1,277,694.4111793247065,843.188466253294,984.4914800655939
2020,1,1,278,694.4111793247065,843.188466253294,984.4914800655939
2020,1,1,279,694.4111793247065,843.188466253294,984.4914800655939
2020,1,1,280,694.4111793247065,843.188466253294,984.4914800655939
2020,1,1,281,694.4111793247065,843.188466253294,984.4914800655939
2020,1,1,282,694.4111793247065,843.188466253294,984.4914800655939
2020,1,1,283,694.4111793247065,843.188466253294,984.4914800655939
2020,1,1,284,694.4111793247065,843.188466253294,984.4914800655939
2020,1,1,285,694.4111793247065,843.188466253294,984.4914800655939
2020,1,1,286,694.4111793247065,843.188466253294,984.4914800655939
2020,1,1,287,694.4111793247065,843.188466253294,984.4914800655939
2020,1,1,288,694.4111793247065,843.188466253294,984.4914800655939
2020,1,2,1,508.89362909352883,598.411949550044,666.46672552251
2020,1,2,2,508.89362909352883,598.411949550044,666.46672552251
2020,1,2,3,508.89362909352883,598.411949550044,666.46672552251
2020,1,2,4,508.89362909352883,598.411949550044,666.46672552251
2020,1,2,5,508.89362909352883,598.411949550044,666.46672552251
2020,1,2,6,508.89362909352883,598.411949550044,666.46672552251
2020,1,2,7,508.89362909352883,598.411949550044,666.46672552251
2020,1,2,8,508.89362909352883,598.411949550044,666.46672552251
2020,1,2,9,508.89362909352883,598.411949550044,666.46672552251
2020,1,2,10,508.89362909352883,598.411949550044,666.46672552251
2020,1,2,11,508.89362909352883,598.411949550044,666.46672552251
2020,1,2,12,508.89362909352883,598.411949550044,666.46672552251
2020,1,2,13,496.6958165277799,605.3187224707084,670.6862050241256
2020,1,2,14,496.6958165277799,605.3187224707084,670.6862050241256
2020,1,2,15,496.6958165277799,605.3187224707084,670.6862050241256
2020,1,2,16,496.6958165277799,605.3187224707084,670.6862050241256
2020,1,2,17,496.6958165277799,605.3187224707084,670.6862050241256
2020,1,2,18,496.6958165277799,605.3187224707084,670.6862050241256
2020,1,2,19,496.6958165277799,605.3187224707084,670.6862050241256
2020,1,2,20,496.6958165277799,605.3187224707084,670.6862050241256
2020,1,2,21,496.6958165277799,605.3187224707084,670.6862050241256
2020,1,2,22,496.6958165277799,605.3187224707084,670.6862050241256
2020,1,2,23,496.6958165277799,605.3187224707084,670.6862050241256
2020,1,2,24,496.6958165277799,605.3187224707084,670.6862050241256
2020,1,2,25,506.01525565346975,624.8901621948428,697.1829605692657
2020,1,2,26,506.01525565346975,624.8901621948428,697.1829605692657
2020,1,2,27,506.01525565346975,624.8901621948428,697.1829605692657
2020,1,2,28,506.01525565346975,624.8901621948428,697.1829605692657
2020,1,2,29,506.01525565346975,624.8901621948428,697.1829605692657
2020,1,2,30,506.01525565346975,624.8901621948428,697.1829605692657
2020,1,2,31,506.01525565346975,624.8901621948428,697.1829605692657
2020,1,2,32,506.01525565346975,624.8901621948428,697.1829605692657
2020,1,2,33,506.01525565346975,624.8901621948428,697.1829605692657
2020,1,2,34,506.01525565346975,624.8901621948428,697.1829605692657
2020,1,2,35,506.01525565346975,624.8901621948428,697.1829605692657
2020,1,2,36,506.01525565346975,624.8901621948428,697.1829605692657
2020,1,2,37,536.3442921721295,629.2830735430906,700.1571219737733
2020,1,2,38,536.3442921721295,629.2830735430906,700.1571219737733
2020,1,2,39,536.3442921721295,629.2830735430906,700.1571219737733
2020,1,2,40,536.3442921721295,629.2830735430906,700.1571219737733
2020,1,2,41,536.3442921721295,629.2830735430906,700.1571219737733
2020,1,2,42,536.3442921721295,629.2830735430906,700.1571219737733
2020,1,2,43,536.3442921721295,629.2830735430906,700.1571219737733
2020,1,2,44,536.3442921721295,629.2830735430906,700.1571219737733
2020,1,2,45,536.3442921721295,629.2830735430906,700.1571219737733
2020,1,2,46,536.3442921721295,629.2830735430906,700.1571219737733
2020,1,2,47,536.3442921721295,629.2830735430906,700.1571219737733
2020,1,2,48,536.3442921721295,629.2830735430906,700.1571219737733
2020,1,2,49,551.6293481715697,664.5904271378436,749.9670598457315
2020,1,2,50,551.6293481715697,664.5904271378436,749.9670598457315
2020,1,2,51,551.6293481715697,664.5904271378436,749.9670598457315
2020,1,2,52,551.6293481715697,664.5904271378436,749.9670598457315
2020,1,2,53,551.6293481715697,664.5904271378436,749.9670598457315
2020,1,2,54,551.6293481715697,664.5904271378436,749.9670598457315
2020,1,2,55,551.6293481715697,664.5904271378436,749.9670598457315
2020,1,2,56,551.6293481715697,664.5904271378436,749.9670598457315
2020,1,2,57,551.6293481715697,664.5904271378436,749.9670598457315
2020,1,2,58,551.6293481715697,664.5904271378436,749.9670598457315
2020,1,2,59,551.6293481715697,664.5904271378436,749.9670598457315
2020,1,2,60,551.6293481715697,664.5904271378436,749.9670598457315
2020,1,2,61,630.2523616948623,729.8716426778844,835.7321021938229
2020,1,2,62,630.2523616948623,729.8716426778844,835.7321021938229
2020,1,2,63,630.2523616948623,729.8716426778844,835.7321021938229
2020,1,2,64,630.2523616948623,729.8716426778844,835.7321021938229
2020,1,2,65,630.2523616948623,729.8716426778844,835.7321021938229
2020,1,2,66,630.2523616948623,729.8716426778844,835.7321021938229
2020,1,2,67,630.2523616948623,729.8716426778844,835.7321021938229
2020,1,2,68,630.2523616948623,729.8716426778844,835.7321021938229
2020,1,2,69,630.2523616948623,729.8716426778844,835.7321021938229
2020,1,2,70,630.2523616948623,729.8716426778844,835.7321021938229
2020,1,2,71,630.2523616948623,729.8716426778844,835.7321021938229
2020,1,2,72,630.2523616948623,729.8716426778844,835.7321021938229
2020,1,2,73,707.6312960859464,836.3324571660011,980.051838713296
2020,1,2,74,707.6312960859464,836.3324571660011,980.051838713296
2020,1,2,75,707.6312960859464,836.3324571660011,980.051838713296
2020,1,2,76,707.6312960859464,836.3324571660011,980.051838713296
2020,1,2,77,707.6312960859464,836.3324571660011,980.051838713296
2020,1,2,78,707.6312960859464,836.3324571660011,980.051838713296
2020,1,2,79,707.6312960859464,836.3324571660011,980.051838713296
2020,1,2,80,707.6312960859464,836.3324571660011,980.051838713296
2020,1,2,81,707.6312960859464,836.3324571660011,980.051838713296
2020,1,2,82,707.6312960859464,836.3324571660011,980.051838713296
2020,1,2,83,707.6312960859464,836.3324571660011,980.051838713296
2020,1,2,84,707.6312960859464,836.3324571660011,980.051838713296
2020,1,2,85,828.4483971007608,988.5305584103987,1154.6321366967475
2020,1,2,86,828.4483971007608,988.5305584103987,1154.6321366967475
2020,1,2,87,828.4483971007608,988.5305584103987,1154.6321366967475
2020,1,2,88,828.4483971007608,988.5305584103987,1154.6321366967475
2020,1,2,89,828.4483971007608,988.5305584103987,1154.6321366967475
2020,1,2,90,828.4483971007608,988.5305584103987,1154.6321366967475
2020,1,2,91,828.4483971007608,988.5305584103987,1154.6321366967475
2020,1,2,92,828.4483971007608,988.5305584103987,1154.6321366967475
2020,1,2,93,828.4483971007608,988.5305584103987,1154.6321366967475
2020,1,2,94,828.4483971007608,988.5305584103987,1154.6321366967475
2020,1,2,95,828.4483971007608,988.5305584103987,1154.6321366967475
2020,1,2,96,828.4483971007608,988.5305584103987,1154.6321366967475
2020,1,2,97,889.760181608776,1087.2214187253321,1226.6594852354563
2020,1,2,98,889.760181608776,1087.2214187253321,1226.6594852354563
2020,1,2,99,889.760181608776,1087.2214187253321,1226.6594852354563
2020,1,2,100,889.760181608776,1087.2214187253321,1226.6594852354563
2020,1,2,101,889.760181608776,1087.2214187253321,1226.6594852354563
2020,1,2,102,889.760181608776,1087.2214187253321,1226.6594852354563
2020,1,2,103,889.760181608776,1087.2214187253321,1226.6594852354563
2020,1,2,104,889.760181608776,1087.2214187253321,1226.6594852354563
2020,1,2,105,889.760181608776,1087.2214187253321,1226.6594852354563
2020,1,2,106,889.760181608776,1087.2214187253321,1226.6594852354563
2020,1,2,107,889.760181608776,1087.2214187253321,1226.6594852354563
2020,1,2,108,889.760181608776,1087.2214187253321,1226.6594852354563
2020,1,2,109,900.959190815013,1127.0209615465242,1240.369825042413
2020,1,2,110,900.959190815013,1127.0209615465242,1240.369825042413
2020,1,2,111,900.959190815013,1127.0209615465242,1240.369825042413
2020,1,2,112,900.959190815013,1127.0209615465242,1240.369825042413
2020,1,2,113,900.959190815013,1127.0209615465242,1240.369825042413
2020,1,2,114,900.959190815013,1127.0209615465242,1240.369825042413
2020,1,2,115,900.959190815013,1127.0209615465242,1240.369825042413
2020,1,2,116,900.959190815013,1127.0209615465242,1240.369825042413
2020,1,2,117,900.959190815013,1127.0209615465242,1240.369825042413
2020,1,2,118,900.959190815013,1127.0209615465242,1240.369825042413
2020,1,2,119,900.959190815013,1127.0209615465242,1240.369825042413
2020,1,2,120,900.959190815013,1127.0209615465242,1240.369825042413
2020,1,2,121,846.4892789173255,1001.6006940841814,1077.7898990914996
2020,1,2,122,846.4892789173255,1001.6006940841814,1077.7898990914996
2020,1,2,123,846.4892789173255,1001.6006940841814,1077.7898990914996
2020,1,2,124,846.4892789173255,1001.6006940841814,1077.7898990914996
2020,1,2,125,846.4892789173255,1001.6006940841814,1077.7898990914996
2020,1,2,126,846.4892789173255,1001.6006940841814,1077.7898990914996
2020,1,2,127,846.4892789173255,1001.6006940841814,1077.7898990914996
2020,1,2,128,846.4892789173255,1001.6006940841814,1077.7898990914996
2020,1,2,129,846.4892789173255,1001.6006940841814,1077.7898990914996
2020,1,2,130,846.4892789173255,1001.6006940841814,1077.7898990914996
