Year,Month,Day,Period,320_PV_1,314_PV_1,314_PV_2,313_PV_1,314_PV_3,314_PV_4,313_PV_2,310_PV_1,324_PV_1,312_PV_1,310_PV_2,324_PV_2,324_PV_3,113_PV_1,319_PV_1,215_PV_1,102_PV_1,101_PV_1,102_PV_2,104_PV_1,101_PV_2,101_PV_3,101_PV_4,103_PV_1,119_PV_1
2020,1,1,38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,1,1,39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,1,1,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,1,1,41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,1,1,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,1,1,43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,1,1,44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,1,1,45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,1,1,46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,1,1,47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,1,1,48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,1,1,49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,1,1,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,1,1,51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,1,1,52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,1,1,53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,1,1,54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,1,1,55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,1,1,56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,1,1,57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,1,1,58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,1,1,59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,1,1,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,1,1,61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,1,1,62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,1,1,63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,1,1,64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,1,1,65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,1,1,66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,1,1,67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,1,1,68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,1,1,69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,1,1,70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,1,1,71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,1,1,72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,1,1,73,5.16889038961139,3.226155344672183,6.303986091686401,5.353971183105408,0.8296609697121334,6.745616457186298,5.925136394233398,6.038031620044853,1.2531816033599905,3.4978829430336074,2.6752842694955334,7.36795422589681,5.0089931845551385,5.772743429318084,3.240861648923837,1.7607027252194853,4.156016687565029,0.6723616365829943,5.61011536839062,4.412114922243673,5.560100607758921,2.5320602310108544,6.9699463213420785,6.37239699541707,5.683916250615185
2020,1,1,74,5.16889038961139,3.226155344672183,6.303986091686401,5.353971183105408,0.8296609697121334,6.745616457186298,5.925136394233398,6.038031620044853,1.2531816033599905,3.4978829430336074,2.6752842694955334,7.36795422589681,5.0089931845551385,5.772743429318084,3.240861648923837,1.7607027252194853,4.156016687565029,0.6723616365829943,5.61011536839062,4.412114922243673,5.560100607758921,2.5320602310108544,6.9699463213420785,6.37239699541707,5.683916250615185
2020,1,1,75,5.16889038961139,3.226155344672183,6.303986091686401,5.353971183105408,0.8296609697121334,6.745616457186298,5.925136394233398,6.038031620044853,1.2531816033599905,3.4978829430336074,2.6752842694955334,7.36795422589681,5.0089931845551385,5.772743429318084,3.240861648923837,1.7607027252194853,4.156016687565029,0.6723616365829943,5.61011536839062,4.412114922243673,5.560100607758921,2.5320602310108544,6.9699463213420785,6.37239699541707,5.683916250615185
2020,1,1,76,5.16889038961139,3.226155344672183,6.303986091686401,5.353971183105408,0.8296609697121334,6.745616457186298,5.925136394233398,6.038031620044853,1.2531816033599905,3.4978829430336074,2.6752842694955334,7.36795422589681,5.0089931845551385,5.772743429318084,3.240861648923837,1.7607027252194853,4.156016687565029,0.6723616365829943,5.61011536839062,4.412114922243673,5.560100607758921,2.5320602310108544,6.9699463213420785,6.37239699541707,5.683916250615185
2020,1,1,77,5.16889038961139,3.226155344672183,6.303986091686401,5.353971183105408,0.8296609697121334,6.745616457186298,5.925136394233398,6.038031620044853,1.2531816033599905,3.4978829430336074,2.6752842694955334,7.36795422589681,5.0089931845551385,5.772743429318084,3.240861648923837,1.7607027252194853,4.156016687565029,0.6723616365829943,5.61011536839062,4.412114922243673,5.560100607758921,2.5320602310108544,6.9699463213420785,6.37239699541707,5.683916250615185
2020,1,1,78,5.16889038961139,3.226155344672183,6.303986091686401,5.353971183105408,0.8296609697121334,6.745616457186298,5.925136394233398,6.038031620044853,1.2531816033599905,3.4978829430336074,2.6752842694955334,7.36795422589681,5.0089931845551385,5.772743429318084,3.240861648923837,1.7607027252194853,4.156016687565029,0.6723616365829943,5.61011536839062,4.412114922243673,5.560100607758921,2.5320602310108544,6.9699463213420785,6.37239699541707,5.683916250615185
2020,1,1,79,5.16889038961139,3.226155344672183,6.303986091686401,5.353971183105408,0.8296609697121334,6.745616457186298,5.925136394233398,6.038031620044853,1.2531816033599905,3.4978829430336074,2.6752842694955334,7.36795422589681,5.0089931845551385,5.772743429318084,3.240861648923837,1.7607027252194853,4.156016687565029,0.6723616365829943,5.61011536839062,4.412114922243673,5.560100607758921,2.5320602310108544,6.9699463213420785,6.37239699541707,5.683916250615185
2020,1,1,80,5.16889038961139,3.226155344672183,6.303986091686401,5.353971183105408,0.8296609697121334,6.745616457186298,5.925136394233398,6.038031620044853,1.2531816033599905,3.4978829430336074,2.6752842694955334,7.36795422589681,5.0089931845551385,5.772743429318084,3.240861648923837,1.7607027252194853,4.156016687565029,0.6723616365829943,5.61011536839062,4.412114922243673,5.560100607758921,2.5320602310108544,6.9699463213420785,6.37239699541707,5.683916250615185
2020,1,1,81,5.16889038961139,3.226155344672183,6.303986091686401,5.353971183105408,0.8296609697121334,6.745616457186298,5.925136394233398,6.038031620044853,1.2531816033599905,3.4978829430336074,2.6752842694955334,7.36795422589681,5.0089931845551385,5.772743429318084,3.240861648923837,1.7607027252194853,4.156016687565029,0.6723616365829943,5.61011536839062,4.412114922243673,5.560100607758921,2.5320602310108544,6.9699463213420785,6.37239699541707,5.683916250615185
2020,1,1,82,5.16889038961139,3.226155344672183,6.303986091686401,5.353971183105408,0.8296609697121334,6.745616457186298,5.925136394233398,6.038031620044853,1.2531816033599905,3.4978829430336074,2.6752842694955334,7.36795422589681,5.0089931845551385,5.772743429318084,3.240861648923837,1.7607027252194853,4.156016687565029,0.6723616365829943,5.61011536839062,4.412114922243673,5.560100607758921,2.5320602310108544,6.9699463213420785,6.37239699541707,5.683916250615185
2020,1,1,83,5.16889038961139,3.226155344672183,6.303986091686401,5.353971183105408,0.8296609697121334,6.745616457186298,5.925136394233398,6.038031620044853,1.2531816033599905,3.4978829430336074,2.6752842694955334,7.36795422589681,5.0089931845551385,5.772743429318084,3.240861648923837,1.7607027252194853,4.156016687565029,0.6723616365829943,5.61011536839062,4.412114922243673,5.560100607758921,2.5320602310108544,6.9699463213420785,6.37239699541707,5.683916250615185
2020,1,1,84,5.16889038961139,3.226155344672183,6.303986091686401,5.353971183105408,0.8296609697121334,6.745616457186298,5.925136394233398,6.038031620044853,1.2531816033599905,3.4978829430336074,2.6752842694955334,7.36795422589681,5.0089931845551385,5.772743429318084,3.240861648923837,1.7607027252194853,4.156016687565029,0.6723616365829943,5.61011536839062,4.412114922243673,5.560100607758921,2.5320602310108544,6.9699463213420785,6.37239699541707,5.683916250615185
2020,1,1,85,10.687712764317741,6.214926142698205,11.530125947149058,9.59102317222721,1.618072492423142,13.85500335193857,10.43413420824355,10.329692460454398,2.2336398954864354,6.385367689471625,5.518414453379692,12.576237045646703,9.004500077554018,11.157056827983526,6.4411578500425,3.596074427678357,8.541861851489637,1.3060716701142967,12.248759363730075,8.515791471407343,9.619909095274405,5.25870343878425,14.270584491919609,12.390906202021485,11.134847583813565
2020,1,1,86,10.687712764317741,6.214926142698205,11.530125947149058,9.59102317222721,1.618072492423142,13.85500335193857,10.43413420824355,10.329692460454398,2.2336398954864354,6.385367689471625,5.518414453379692,12.576237045646703,9.004500077554018,11.157056827983526,6.4411578500425,3.596074427678357,8.541861851489637,1.3060716701142967,12.248759363730075,8.515791471407343,9.619909095274405,5.25870343878425,14.270584491919609,12.390906202021485,11.134847583813565
2020,1,1,87,10.687712764317741,6.214926142698205,11.530125947149058,9.59102317222721,1.618072492423142,13.85500335193857,10.43413420824355,10.329692460454398,2.2336398954864354,6.385367689471625,5.518414453379692,12.576237045646703,9.004500077554018,11.157056827983526,6.4411578500425,3.596074427678357,8.541861851489637,1.3060716701142967,12.248759363730075,8.515791471407343,9.619909095274405,5.25870343878425,14.270584491919609,12.390906202021485,11.134847583813565
2020,1,1,88,10.687712764317741,6.214926142698205,11.530125947149058,9.59102317222721,1.618072492423142,13.85500335193857,10.43413420824355,10.329692460454398,2.2336398954864354,6.385367689471625,5.518414453379692,12.576237045646703,9.004500077554018,11.157056827983526,6.4411578500425,3.596074427678357,8.541861851489637,1.3060716701142967,12.248759363730075,8.515791471407343,9.619909095274405,5.25870343878425,14.270584491919609,12.390906202021485,11.134847583813565
2020,1,1,89,10.687712764317741,6.214926142698205,11.530125947149058,9.59102317222721,1.618072492423142,13.85500335193857,10.43413420824355,10.329692460454398,2.2336398954864354,6.385367689471625,5.518414453379692,12.576237045646703,9.004500077554018,11.157056827983526,6.4411578500425,3.596074427678357,8.541861851489637,1.3060716701142967,12.248759363730075,8.515791471407343,9.619909095274405,5.25870343878425,14.270584491919609,12.390906202021485,11.134847583813565
2020,1,1,90,10.687712764317741,6.214926142698205,11.530125947149058,9.59102317222721,1.618072492423142,13.85500335193857,10.43413420824355,10.329692460454398,2.2336398954864354,6.385367689471625,5.518414453379692,12.576237045646703,9.004500077554018,11.157056827983526,6.4411578500425,3.596074427678357,8.541861851489637,1.3060716701142967,12.248759363730075,8.515791471407343,9.619909095274405,5.25870343878425,14.270584491919609,12.390906202021485,11.134847583813565
2020,1,1,91,10.687712764317741,6.214926142698205,11.530125947149058,9.59102317222721,1.618072492423142,13.85500335193857,10.43413420824355,10.329692460454398,2.2336398954864354,6.385367689471625,5.518414453379692,12.576237045646703,9.004500077554018,11.157056827983526,6.4411578500425,3.596074427678357,8.541861851489637,1.3060716701142967,12.248759363730075,8.515791471407343,9.619909095274405,5.25870343878425,14.270584491919609,12.390906202021485,11.134847583813565
2020,1,1,92,10.687712764317741,6.214926142698205,11.530125947149058,9.59102317222721,1.618072492423142,13.85500335193857,10.43413420824355,10.329692460454398,2.2336398954864354,6.385367689471625,5.518414453379692,12.576237045646703,9.004500077554018,11.157056827983526,6.4411578500425,3.596074427678357,8.541861851489637,1.3060716701142967,12.248759363730075,8.515791471407343,9.619909095274405,5.25870343878425,14.270584491919609,12.390906202021485,11.134847583813565
2020,1,1,93,10.687712764317741,6.214926142698205,11.530125947149058,9.59102317222721,1.618072492423142,13.85500335193857,10.43413420824355,10.329692460454398,2.2336398954864354,6.385367689471625,5.518414453379692,12.576237045646703,9.004500077554018,11.157056827983526,6.4411578500425,3.596074427678357,8.541861851489637,1.3060716701142967,12.248759363730075,8.515791471407343,9.619909095274405,5.25870343878425,14.270584491919609,12.390906202021485,11.134847583813565
2020,1,1,94,10.687712764317741,6.214926142698205,11.530125947149058,9.59102317222721,1.618072492423142,13.85500335193857,10.43413420824355,10.329692460454398,2.2336398954864354,6.385367689471625,5.518414453379692,12.576237045646703,9.004500077554018,11.157056827983526,6.4411578500425,3.596074427678357,8.541861851489637,1.3060716701142967,12.248759363730075,8.515791471407343,9.619909095274405,5.25870343878425,14.270584491919609,12.390906202021485,11.134847583813565
2020,1,1,95,10.687712764317741,6.214926142698205,11.530125947149058,9.59102317222721,1.618072492423142,13.85500335193857,10.43413420824355,10.329692460454398,2.2336398954864354,6.385367689471625,5.518414453379692,12.576237045646703,9.004500077554018,11.157056827983526,6.4411578500425,3.596074427678357,8.541861851489637,1.3060716701142967,12.248759363730075,8.515791471407343,9.619909095274405,5.25870343878425,14.270584491919609,12.390906202021485,11.134847583813565
2020,1,1,96,10.687712764317741,6.214926142698205,11.530125947149058,9.59102317222721,1.618072492423142,13.85500335193857,10.43413420824355,10.329692460454398,2.2336398954864354,6.385367689471625,5.518414453379692,12.576237045646703,9.004500077554018,11.157056827983526,6.4411578500425,3.596074427678357,8.541861851489637,1.3060716701142967,12.248759363730075,8.515791471407343,9.619909095274405,5.25870343878425,14.270584491919609,12.390906202021485,11.134847583813565
2020,1,1,97,19.464700328580115,11.448268874259611,22.107813237327136,15.842285457693086,2.7838648470854572,24.312157870040934,17.628938264500338,19.98494170718705,3.933199821083587,10.55806234433165,9.452984083483754,23.178847700586942,17.057301122903503,21.72378827557007,12.07955293366255,6.045866698909494,12.772677364388151,2.2980460120734687,21.320736735820127,16.24194686010661,19.213341372163367,9.317736682554452,26.81530947258248,21.377959182816614,20.098017759111876
2020,1,1,98,19.464700328580115,11.448268874259611,22.107813237327136,15.842285457693086,2.7838648470854572,24.312157870040934,17.628938264500338,19.98494170718705,3.933199821083587,10.55806234433165,9.452984083483754,23.178847700586942,17.057301122903503,21.72378827557007,12.07955293366255,6.045866698909494,12.772677364388151,2.2980460120734687,21.320736735820127,16.24194686010661,19.213341372163367,9.317736682554452,26.81530947258248,21.377959182816614,20.098017759111876
